CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
262094552,12/29/2015,4:00:00,12/31/2015,14:43:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,962824,174279,40.64501452,-74.07720963,(40.645014517 / -74.07720963)
223836853,12/29/2015,5:00:00,12/29/2015,5:30:00,12/29/2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,962824,174279,40.64501452,-74.07720963,(40.645014517 / -74.07720963)
938432072,12/26/2015,7:50:00,12/26/2015,8:00:00,12/26/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,999756,174276,40.64501863,-73.94412586,(40.64501863 / -73.944125863)
326645314,12/26/2015,18:25:00,12/26/2015,18:30:00,12/26/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994183,174288,40.64505957,-73.96420804,(40.645059571 / -73.964208043)
483156239,12/26/2015,2:15:00,12/26/2015,2:20:00,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,,STREET,,,995899,174296,40.64507944,-73.95802445,(40.645079439 / -73.958024454)
128078307,12/26/2015,19:40:00,,,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,,,962358,174312,40.64510396,-74.07888896,(40.645103955 / -74.078888958)
245094695,12/26/2015,21:50:00,12/26/2015,22:00:00,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,GROCERY/BODEGA,,,998279,174309,40.64511167,-73.94944814,(40.645111671 / -73.949448135)
440236824,12/22/2015,15:00:00,12/23/2015,5:50:00,12/23/2015,341,PETIT LARCENY,339,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,OPEN AREAS (OPEN LOTS),,,998279,174309,40.64511167,-73.94944814,(40.645111671 / -73.949448135)
503467506,12/30/2015,15:20:00,12/30/2015,15:25:00,12/30/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BROOKLYN,69,,TRANSIT - NYC SUBWAY,,,1011359,174331,40.64514168,-73.90231448,(40.64514168 / -73.902314478)
193059263,12/26/2015,21:00:00,12/26/2015,21:30:00,12/26/2015,113,FORGERY,729,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,,STREET,,,1011359,174331,40.64514168,-73.90231448,(40.64514168 / -73.902314478)
649997198,12/18/2015,0:15:00,12/29/2015,9:20:00,12/29/2015,109,GRAND LARCENY,422,LARCENY GRAND BY OPEN CREDIT CARD (NEW ACCT),COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,980920,174344,40.64521822,-74.01200107,(40.645218222 / -74.01200107)
722601827,12/23/2015,17:30:00,12/23/2015,18:16:00,12/23/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,SMALL MERCHANT,,,991570,174356,40.64524876,-73.97362387,(40.645248762 / -73.97362387)
583346377,12/25/2015,22:10:00,12/25/2015,22:15:00,12/25/2015,105,ROBBERY,397,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,,,982950,174396,40.64536148,-74.00468599,(40.645361481 / -74.004685992)
696021364,12/25/2015,10:10:00,12/25/2015,10:20:00,12/25/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,959216,174415,40.64537834,-74.09021149,(40.645378343 / -74.090211487)
893903839,12/21/2015,12:00:00,,,12/28/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,992635,174415,40.64540976,-73.96978608,(40.64540976 / -73.969786078)
535207989,12/24/2015,13:00:00,12/24/2015,13:30:00,12/24/2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,,,961825,174438,40.64544846,-74.08081003,(40.645448464 / -74.080810034)
413661425,10/15/2015,10:15:00,11/27/2015,3:00:00,12/24/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,STREET,,,961825,174438,40.64544846,-74.08081003,(40.645448464 / -74.080810034)
548230664,12/30/2015,0:02:00,12/30/2015,0:04:00,12/30/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,979512,174464,40.64554695,-74.01707487,(40.645546954 / -74.017074871)
417409953,12/24/2015,21:30:00,12/25/2015,7:00:00,12/29/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,,,982016,174472,40.6455699,-74.00805169,(40.645569898 / -74.008051686)
351689153,12/30/2015,14:25:00,12/30/2015,14:30:00,12/30/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,OPPOSITE OF,STREET,,,1014074,174503,40.64560506,-73.89253026,(40.645605057 / -73.892530256)
641686592,12/25/2015,4:22:00,12/25/2015,4:30:00,12/25/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,984514,174485,40.64560586,-73.99905012,(40.645605859 / -73.999050115)
916287585,12/22/2015,17:30:00,12/23/2015,6:00:00,12/23/2015,341,PETIT LARCENY,357,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,,STREET,,,1015081,174516,40.64563729,-73.88890146,(40.645637291 / -73.888901463)
514704678,12/31/2015,0:30:00,12/31/2015,0:41:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE-HOUSE,,,984045,174524,40.64571291,-74.00074016,(40.645712907 / -74.000740164)
108958968,12/22/2015,19:30:00,12/22/2015,22:30:00,12/23/2015,109,GRAND LARCENY,421,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,983580,174562,40.64581719,-74.0024158,(40.645817186 / -74.002415804)
726159099,12/29/2015,3:40:00,12/29/2015,3:45:00,12/29/2015,107,BURGLARY,223,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994688,174566,40.64582204,-73.96238785,(40.645822041 / -73.962387854)
348111210,11/9/2015,20:00:00,,,12/27/2015,112,THEFT-FRAUD,739,FRAUD UNCLASSIFIED-FELONY,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994688,174566,40.64582204,-73.96238785,(40.645822041 / -73.962387854)
503150001,12/23/2015,12:00:00,12/23/2015,12:05:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,RESIDENCE - APT. HOUSE,,,997398,174572,40.6458349,-73.95262229,(40.645834901 / -73.952622294)
723725259,12/26/2015,20:49:00,12/26/2015,21:30:00,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE-HOUSE,,,1010553,174585,40.64584129,-73.9052179,(40.645841285 / -73.905217897)
795840295,12/26/2015,20:49:00,,,12/26/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE - APT. HOUSE,,,1010553,174585,40.64584129,-73.9052179,(40.645841285 / -73.905217897)
605963203,12/27/2015,0:01:00,12/27/2015,1:00:00,12/29/2015,109,GRAND LARCENY,416,LARCENY GRAND FROM NIGHT CLUB  UNATTENDED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,BAR/NIGHT CLUB,,,997584,174585,40.64587031,-73.95195201,(40.645870305 / -73.951952013)
476170306,12/27/2015,11:00:00,12/27/2015,11:30:00,12/27/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,CHURCH,,,997584,174585,40.64587031,-73.95195201,(40.645870305 / -73.951952013)
979286404,12/31/2015,16:30:00,12/31/2015,16:35:00,12/31/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,VARIETY STORE,,,995885,174602,40.64591936,-73.95807437,(40.645919361 / -73.958074374)
895865126,12/25/2015,9:20:00,12/25/2015,9:25:00,12/25/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994950,174604,40.64592603,-73.96144367,(40.64592603 / -73.961443671)
344178353,12/28/2015,19:50:00,12/28/2015,19:55:00,12/28/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1017687,174626,40.64592976,-73.87951017,(40.645929761 / -73.879510168)
213871921,12/28/2015,19:00:00,12/28/2015,19:50:00,12/28/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,RESIDENCE - APT. HOUSE,,,1017687,174626,40.64592976,-73.87951017,(40.645929761 / -73.879510168)
187421358,12/23/2015,19:00:00,12/23/2015,19:32:00,12/23/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE - APT. HOUSE,,,1009394,174621,40.64594346,-73.90939425,(40.645943463 / -73.909394247)
588905169,12/25/2015,8:05:00,12/25/2015,8:20:00,12/25/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,998387,174639,40.64601728,-73.94905827,(40.646017278 / -73.949058268)
700342447,12/31/2015,18:15:00,12/31/2015,18:50:00,12/31/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,998916,174675,40.64611523,-73.94715192,(40.646115231 / -73.94715192)
280504061,12/25/2015,23:30:00,12/25/2015,23:40:00,12/26/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,998916,174675,40.64611523,-73.94715192,(40.646115231 / -73.94715192)
338352114,12/24/2015,10:00:00,12/24/2015,10:05:00,12/24/2015,344,ASSAULT 3 & RELATED OFFENSES,113,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,980697,174687,40.6461596,-74.01280483,(40.646159596 / -74.01280483)
917391701,12/23/2015,21:50:00,12/23/2015,21:55:00,12/23/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,980697,174687,40.6461596,-74.01280483,(40.646159596 / -74.01280483)
489987357,12/27/2015,1:00:00,12/27/2015,1:05:00,12/27/2015,105,ROBBERY,388,ROBBERY RESIDENTIAL COMMON AREA,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,RESIDENCE - APT. HOUSE,,,999189,174694,40.64616693,-73.94616811,(40.646166925 / -73.946168111)
412512859,12/30/2015,5:20:00,12/30/2015,5:40:00,12/30/2015,341,PETIT LARCENY,357,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,960307,174719,40.64621578,-74.08628115,(40.646215775 / -74.086281148)
248142448,12/31/2015,15:20:00,12/31/2015,15:30:00,12/31/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,REAR OF,PARKING LOT/GARAGE (PRIVATE),,,999719,174729,40.64626208,-73.94425815,(40.646262083 / -73.944258154)
860939184,12/31/2015,15:20:00,12/31/2015,15:30:00,12/31/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,REAR OF,PARKING LOT/GARAGE (PUBLIC),,,999719,174729,40.64626208,-73.94425815,(40.646262083 / -73.944258154)
156237053,11/11/2015,12:30:00,,,12/28/2015,112,THEFT-FRAUD,739,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE-HOUSE,,,995724,174752,40.64633129,-73.95865429,(40.646331289 / -73.958654288)
376404954,12/25/2015,21:00:00,12/26/2015,8:30:00,12/26/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,REAR OF,STREET,,,990103,174754,40.64634228,-73.97890985,(40.646342276 / -73.97890985)
265974781,12/30/2015,2:40:00,12/30/2015,2:56:00,12/30/2015,347,INTOXICATED & IMPAIRED DRIVING,905,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1004009,174779,40.64639079,-73.92879879,(40.64639079 / -73.928798792)
837976824,12/23/2015,14:00:00,,,12/23/2015,341,PETIT LARCENY,339,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,BUS STOP,,,962373,174802,40.64644894,-74.0788365,(40.646448936 / -74.078836495)
256745352,12/26/2015,14:30:00,12/26/2015,15:00:00,12/26/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,995258,174824,40.64652951,-73.96033343,(40.646529505 / -73.960333425)
731499952,12/28/2015,11:38:00,12/28/2015,11:38:00,12/28/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,1004936,174855,40.64659728,-73.92545806,(40.646597277 / -73.925458064)
284525412,12/23/2015,6:00:00,,,12/23/2015,107,BURGLARY,221,BURGLARY RESIDENCE DAY,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1004936,174855,40.64659728,-73.92545806,(40.646597277 / -73.925458064)
460241739,12/29/2015,8:30:00,12/29/2015,18:30:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,LARCENY GRAND OF AUTO,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,PARKING LOT/GARAGE (PUBLIC),,,1017983,174877,40.64661758,-73.87844227,(40.646617579 / -73.878442268)
862586481,12/25/2015,19:30:00,12/25/2015,20:00:00,12/25/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,RESIDENCE - APT. HOUSE,,,982339,174880,40.64668985,-74.00688787,(40.646689846 / -74.006887868)
857995130,12/29/2015,17:45:00,12/29/2015,18:05:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,113,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,997180,174896,40.64672453,-73.95340724,(40.646724532 / -73.953407241)
591537945,12/27/2015,17:45:00,12/27/2015,17:45:00,12/27/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,997180,174896,40.64672453,-73.95340724,(40.646724532 / -73.953407241)
190380511,12/29/2015,15:30:00,12/29/2015,15:42:00,12/29/2015,235,DANGEROUS DRUGS,567,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,995540,174905,40.64675148,-73.95931709,(40.646751477 / -73.959317085)
119918794,9/20/2015,12:00:00,12/31/2015,14:30:00,12/31/2015,109,GRAND LARCENY,412,LARCENY GRAND FROM RESIDENCE  UNATTENDED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,980826,174916,40.6467882,-74.01234009,(40.646788203 / -74.012340089)
895940013,12/22/2015,13:30:00,,,12/23/2015,109,GRAND LARCENY,421,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,FRONT OF,STREET,,,1008301,174951,40.64685228,-73.91333173,(40.646852277 / -73.913331727)
867140395,12/29/2015,17:00:00,12/29/2015,17:25:00,12/30/2015,109,GRAND LARCENY,415,LARCENY GRAND FROM PERSON PICK,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,BUS (NYC TRANSIT),,,998360,174958,40.64689291,-73.9491549,(40.646892907 / -73.949154896)
488081273,12/23/2015,19:30:00,12/23/2015,19:35:00,12/24/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,CHAIN STORE,,,995871,175003,40.64702004,-73.95812413,(40.647020039 / -73.958124133)
696616137,12/12/2015,19:00:00,12/30/2015,17:30:00,12/30/2015,365,ADMINISTRATIVE CODE,878,ADM.CODE UNCLASSIFIED MISDEMEA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,999298,175008,40.6470286,-73.94577463,(40.647028603 / -73.945774625)
585046398,12/25/2015,21:30:00,12/25/2015,21:40:00,12/26/2015,109,GRAND LARCENY,412,LARCENY GRAND FROM RESIDENCE  UNATTENDED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,999298,175008,40.6470286,-73.94577463,(40.647028603 / -73.945774625)
709690785,12/30/2015,1:00:00,12/30/2015,2:00:00,12/30/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,RICHMOND TERRACE,959780,175052,40.64712835,-74.08818142,(40.647128347 / -74.088181423)
393706963,12/30/2015,19:35:00,12/30/2015,19:45:00,12/30/2015,105,ROBBERY,397,ROBBERY OPEN AREA UNCLASSIFIED,ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,PARK/PLAYGROUND,SUNSET PARK,,982967,175044,40.6471401,-74.00462486,(40.647140104 / -74.004624856)
796913932,12/29/2015,21:15:00,12/30/2015,10:00:00,12/31/2015,107,BURGLARY,233,BURGLARY TRUCK NIGHT,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,1003424,175072,40.6471963,-73.93090604,(40.647196297 / -73.930906037)
557795168,12/26/2015,14:50:00,12/26/2015,15:00:00,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,1003424,175072,40.6471963,-73.93090604,(40.647196297 / -73.930906037)
505200844,12/24/2015,17:00:00,12/27/2015,10:00:00,12/27/2015,341,PETIT LARCENY,321,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,990045,175153,40.64743748,-73.97911851,(40.647437484 / -73.979118514)
627346388,12/27/2015,18:00:00,12/27/2015,19:00:00,12/27/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,995686,175156,40.64744023,-73.95879054,(40.647440231 / -73.958790537)
814479030,12/26/2015,23:00:00,12/26/2015,23:20:00,12/26/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE - APT. HOUSE,,,1010048,175179,40.64747317,-73.90703541,(40.647473172 / -73.907035405)
791713794,12/24/2015,7:00:00,,,12/24/2015,126,MISCELLANEOUS PENAL LAW,461,UNAUTHORIZED USE VEHICLE 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,STREET,,,989709,175177,40.64750357,-73.98032931,(40.647503572 / -73.980329308)
233731751,12/26/2015,23:00:00,12/28/2015,11:00:00,12/28/2015,365,ADMINISTRATIVE CODE,878,ADM.CODE UNCLASSIFIED MISDEMEA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,,RESIDENCE - APT. HOUSE,,,998342,175187,40.64752149,-73.94921928,(40.647521492 / -73.949219282)
205018169,12/23/2015,2:25:00,12/23/2015,2:35:00,12/23/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,GROCERY/BODEGA,,,998342,175187,40.64752149,-73.94921928,(40.647521492 / -73.949219282)
927514165,12/28/2015,13:30:00,12/28/2015,13:54:00,12/28/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,GROCERY/BODEGA,,,1014128,175228,40.64759484,-73.89233246,(40.647594841 / -73.892332456)
566589335,12/25/2015,23:40:00,12/25/2015,23:45:00,12/26/2015,341,PETIT LARCENY,321,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,991443,175245,40.64768898,-73.97408057,(40.647688979 / -73.974080567)
988400032,12/25/2015,23:40:00,12/25/2015,23:45:00,12/26/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,991443,175245,40.64768898,-73.97408057,(40.647688979 / -73.974080567)
979015113,12/24/2015,0:29:00,12/24/2015,0:30:00,12/24/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994588,175255,40.64771331,-73.96274715,(40.647713314 / -73.962747151)
823162424,12/23/2015,3:15:00,12/23/2015,4:30:00,12/23/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994588,175255,40.64771331,-73.96274715,(40.647713314 / -73.962747151)
545928641,12/29/2015,20:00:00,12/29/2015,20:02:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,,,994849,175294,40.64782005,-73.96180654,(40.647820052 / -73.961806543)
501265323,12/25/2015,13:00:00,12/25/2015,13:05:00,12/25/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,994849,175294,40.64782005,-73.96180654,(40.647820052 / -73.961806543)
686304551,12/27/2015,22:30:00,12/28/2015,8:00:00,12/28/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,,,996198,175297,40.64782657,-73.95694524,(40.647826569 / -73.956945239)
